break_out_category,break_out,data_value,data_value_type,data_value_unit,datasource,high_confidence_limit,locationabbr,locationdesc,low_confidence_limit,indicator,sample_size,year
Gender,Male,8.1,Percentage,%,HRQOL,9.7,PA,Pennsylvania,6.8,Obesity,3313,2009
Gender,Female,9.7,Percentage,%,HRQOL,11.4,RI,Rhode Island,8.3,Obesity,3795,2009
Gender,Male,9,Percentage,%,HRQOL,11,RI,Rhode Island,7.3,Obesity,2208,2009
Gender,Female,10.7,Percentage,%,HRQOL,12.2,SC,South Carolina,9.3,Obesity,5491,2009
Gender,Male,8.7,Percentage,%,HRQOL,10.4,SC,South Carolina,7.2,Obesity,3452,2009
Gender,Female,7,Percentage,%,HRQOL,8.3,SD,South Dakota,5.8,Obesity,4068,2009
Gender,Male,5.7,Percentage,%,HRQOL,6.9,SD,South Dakota,4.7,Obesity,2541,2009
Gender,Female,12.9,Percentage,%,HRQOL,14.6,TN,Tennessee,11.4,Obesity,3676,2009
Gender,Male,10.6,Percentage,%,HRQOL,12.9,TN,Tennessee,8.6,Obesity,1687,2009
Gender,Female,10.5,Percentage,%,HRQOL,12,TX,Texas,9.1,Obesity,6967,2009
Gender,Male,7.5,Percentage,%,HRQOL,9.2,TX,Texas,6.1,Obesity,3915,2009
Gender,Female,8.3,Percentage,%,HRQOL,9.4,UT,Utah,7.3,Obesity,5292,2009
Gender,Male,6.4,Percentage,%,HRQOL,7.7,UT,Utah,5.3,Obesity,4054,2009
Gender,Female,8.2,Percentage,%,HRQOL,9.4,VT,Vermont,7.1,Obesity,3789,2009
Gender,Male,7.3,Percentage,%,HRQOL,8.7,VT,Vermont,6.1,Obesity,2539,2009
Gender,Female,8.6,Percentage,%,HRQOL,10.1,VA,Virginia,7.2,Obesity,2883,2009
Gender,Male,7.5,Percentage,%,HRQOL,10.2,VA,Virginia,5.6,Obesity,1958,2009
Gender,Female,9.7,Percentage,%,HRQOL,10.7,WA,Washington,8.8,Obesity,11585,2009
Gender,Male,8.1,Percentage,%,HRQOL,9.1,WA,Washington,7.1,Obesity,7782,2009
Gender,Female,11.9,Percentage,%,HRQOL,13.5,WV,West Virginia,10.4,Obesity,2870,2009
Gender,Male,11.7,Percentage,%,HRQOL,13.7,WV,West Virginia,10,Obesity,1794,2009
Gender,Female,8.1,Percentage,%,HRQOL,9.8,WI,Wisconsin,6.7,Obesity,2480,2009
Gender,Male,6.6,Percentage,%,HRQOL,8.4,WI,Wisconsin,5.2,Obesity,1911,2009
Gender,Female,9.2,Percentage,%,HRQOL,10.7,WY,Wyoming,7.8,Obesity,3454,2009
Gender,Male,7.5,Percentage,%,HRQOL,9.3,WY,Wyoming,6,Obesity,2334,2009
Gender,Female,11.4,Percentage,%,HRQOL,12.6,AL,Alabama,10.3,Obesity,4105,2008
Gender,Male,9.8,Percentage,%,HRQOL,11.4,AL,Alabama,8.2,Obesity,1986,2008
Gender,Female,9.7,Percentage,%,HRQOL,12.7,AK,Alaska,6.7,Obesity,1121,2008
Gender,Male,7.9,Percentage,%,HRQOL,10.5,AK,Alaska,5.3,Obesity,983,2008
Gender,Female,9.6,Percentage,%,HRQOL,11.2,AZ,Arizona,7.9,Obesity,3686,2008
Gender,Male,9.1,Percentage,%,HRQOL,11,AZ,Arizona,7.2,Obesity,2167,2008
Gender,Female,11.6,Percentage,%,HRQOL,13.2,AR,Arkansas,9.9,Obesity,3365,2008
Gender,Male,9.5,Percentage,%,HRQOL,10.9,AR,Arkansas,8,Obesity,1978,2008
Gender,Female,10.2,Percentage,%,HRQOL,11.1,CA,California,9.3,Obesity,6924,2008
Gender,Male,9.9,Percentage,%,HRQOL,11.2,CA,California,8.6,Obesity,4477,2008
Gender,Female,9.1,Percentage,%,HRQOL,9.9,CO,Colorado,8.2,Obesity,6330,2008
Gender,Male,7.1,Percentage,%,HRQOL,8,CO,Colorado,6.2,Obesity,4193,2008
Gender,Female,7.2,Percentage,%,HRQOL,8.2,CT,Connecticut,6.3,Obesity,3580,2008
Gender,Male,6.7,Percentage,%,HRQOL,7.9,CT,Connecticut,5.4,Obesity,2216,2008
Gender,Female,9.7,Percentage,%,HRQOL,11.2,DE,Delaware,8.3,Obesity,2485,2008
Gender,Male,7.2,Percentage,%,HRQOL,8.9,DE,Delaware,5.6,Obesity,1404,2008
Gender,Female,7.5,Percentage,%,HRQOL,8.7,DC,District of Columbia,6.4,Obesity,2495,2008
Gender,Male,5.3,Percentage,%,HRQOL,6.5,DC,District of Columbia,4,Obesity,1470,2008
Gender,Female,9.7,Percentage,%,HRQOL,10.8,FL,Florida,8.5,Obesity,6470,2008
Gender,Male,8.9,Percentage,%,HRQOL,10.4,FL,Florida,7.4,Obesity,3797,2008
Gender,Female,9.6,Percentage,%,HRQOL,10.8,GA,Georgia,8.3,Obesity,3482,2008
Gender,Male,8.7,Percentage,%,HRQOL,10.5,GA,Georgia,7,Obesity,1937,2008
Gender,Female,8.2,Percentage,%,HRQOL,9.5,HI,Hawaii,7,Obesity,3699,2008
Gender,Male,6.9,Percentage,%,HRQOL,8,HI,Hawaii,5.7,Obesity,2556,2008
Gender,Female,9.2,Percentage,%,HRQOL,10.4,ID,Idaho,8,Obesity,2974,2008
Gender,Male,7.2,Percentage,%,HRQOL,8.4,ID,Idaho,6,Obesity,1906,2008
Gender,Female,8.8,Percentage,%,HRQOL,9.9,IL,Illinois,7.7,Obesity,3230,2008
Gender,Male,7.2,Percentage,%,HRQOL,8.5,IL,Illinois,5.9,Obesity,1798,2008
Gender,Female,9.4,Percentage,%,HRQOL,10.8,IN,Indiana,8,Obesity,2909,2008
Gender,Male,7.8,Percentage,%,HRQOL,9.3,IN,Indiana,6.3,Obesity,1730,2008
Gender,Female,7.3,Percentage,%,HRQOL,8.2,IA,Iowa,6.4,Obesity,3501,2008
Gender,Male,6.9,Percentage,%,HRQOL,7.9,IA,Iowa,5.9,Obesity,2212,2008
Gender,Female,8.5,Percentage,%,HRQOL,9.4,KS,Kansas,7.6,Obesity,5101,2008
Gender,Male,5.8,Percentage,%,HRQOL,6.5,KS,Kansas,5,Obesity,3168,2008
Gender,Female,12.9,Percentage,%,HRQOL,14.1,KY,Kentucky,11.6,Obesity,5265,2008
Gender,Male,11.3,Percentage,%,HRQOL,12.7,KY,Kentucky,9.8,Obesity,2528,2008
Gender,Female,10.1,Percentage,%,HRQOL,11.2,LA,Louisiana,9,Obesity,3907,2008
Gender,Male,7.6,Percentage,%,HRQOL,8.7,LA,Louisiana,6.4,Obesity,1952,2008
Gender,Female,8.8,Percentage,%,HRQOL,9.8,ME,Maine,7.8,Obesity,3948,2008
Gender,Male,9.6,Percentage,%,HRQOL,10.9,ME,Maine,8.3,Obesity,2571,2008
Gender,Female,8.5,Percentage,%,HRQOL,9.5,MD,Maryland,7.4,Obesity,5726,2008
Gender,Male,7.1,Percentage,%,HRQOL,8.1,MD,Maryland,6,Obesity,3330,2008
Gender,Female,8.4,Percentage,%,HRQOL,9.1,MA,Massachusetts,7.7,Obesity,12329,2008
Gender,Male,7.7,Percentage,%,HRQOL,8.5,MA,Massachusetts,6.8,Obesity,7161,2008
Gender,Female,9.6,Percentage,%,HRQOL,9.8,US,Nationwide,9.3,Obesity,240193,2008
Gender,Female,9.6,Percentage,%,HRQOL,10.5,MI,Michigan,8.7,Obesity,5655,2008
Gender,Male,8.2,Percentage,%,HRQOL,9.2,MI,Michigan,7.1,Obesity,3306,2008
Gender,Female,8.8,Percentage,%,HRQOL,10.1,MN,Minnesota,7.6,Obesity,2613,2008
Gender,Male,5.9,Percentage,%,HRQOL,6.9,MN,Minnesota,4.8,Obesity,1585,2008
Gender,Female,12.3,Percentage,%,HRQOL,13.5,MS,Mississippi,11.1,Obesity,4910,2008
Gender,Male,9.6,Percentage,%,HRQOL,10.9,MS,Mississippi,8.3,Obesity,2535,2008
Gender,Female,10.3,Percentage,%,HRQOL,11.5,MO,Missouri,9,Obesity,3049,2008
Gender,Male,8.5,Percentage,%,HRQOL,10,MO,Missouri,7,Obesity,1849,2008
Gender,Male,8.4,Percentage,%,HRQOL,8.7,US,Nationwide,8.1,Obesity,145873,2008
Gender,Female,9.8,Percentage,%,HRQOL,11.1,MT,Montana,8.5,Obesity,3897,2008
Gender,Male,7.5,Percentage,%,HRQOL,8.6,MT,Montana,6.4,Obesity,2610,2008
Gender,Female,7.1,Percentage,%,HRQOL,7.9,NE,Nebraska,6.3,Obesity,9664,2008
Gender,Male,5.6,Percentage,%,HRQOL,6.3,NE,Nebraska,4.8,Obesity,5970,2008
Gender,Female,9.3,Percentage,%,HRQOL,10.7,NV,Nevada,7.9,Obesity,2720,2008
Gender,Male,8.2,Percentage,%,HRQOL,9.9,NV,Nevada,6.5,Obesity,1834,2008
Gender,Female,8.1,Percentage,%,HRQOL,9.1,NH,New Hampshire,7.1,Obesity,4007,2008
Gender,Male,7,Percentage,%,HRQOL,8.1,NH,New Hampshire,6,Obesity,2553,2008
Gender,Female,8.5,Percentage,%,HRQOL,9.3,NJ,New Jersey,7.6,Obesity,6905,2008
Gender,Male,7.3,Percentage,%,HRQOL,8.3,NJ,New Jersey,6.3,Obesity,4169,2008
Gender,Female,10.6,Percentage,%,HRQOL,12,NM,New Mexico,9.2,Obesity,3695,2008
Gender,Male,9.2,Percentage,%,HRQOL,10.7,NM,New Mexico,7.8,Obesity,2340,2008
Gender,Female,8.9,Percentage,%,HRQOL,9.8,NY,New York,7.9,Obesity,4629,2008
Gender,Male,7.9,Percentage,%,HRQOL,9.1,NY,New York,6.7,Obesity,2756,2008
Gender,Female,9.5,Percentage,%,HRQOL,10.2,NC,North Carolina,8.7,Obesity,9242,2008
Gender,Male,8.6,Percentage,%,HRQOL,9.4,NC,North Carolina,7.7,Obesity,5703,2008
Gender,Female,6.1,Percentage,%,HRQOL,6.9,ND,North Dakota,5.3,Obesity,2815,2008
Gender,Male,6.1,Percentage,%,HRQOL,7.1,ND,North Dakota,5.1,Obesity,1951,2008
Gender,Female,9.2,Percentage,%,HRQOL,10.1,OH,Ohio,8.4,Obesity,7713,2008
Gender,Male,9.1,Percentage,%,HRQOL,10.2,OH,Ohio,8,Obesity,4588,2008
Gender,Female,11.7,Percentage,%,HRQOL,12.7,OK,Oklahoma,10.7,Obesity,4761,2008
Gender,Male,10.5,Percentage,%,HRQOL,11.9,OK,Oklahoma,9.2,Obesity,2633,2008
Gender,Female,8.9,Percentage,%,HRQOL,10.1,OR,Oregon,7.8,Obesity,2845,2008
Gender,Male,7.1,Percentage,%,HRQOL,8.3,OR,Oregon,5.9,Obesity,1769,2008
Gender,Female,10,Percentage,%,HRQOL,10.9,PA,Pennsylvania,9.1,Obesity,7912,2008
Gender,Male,7.7,Percentage,%,HRQOL,8.6,PA,Pennsylvania,6.8,Obesity,4544,2008
Gender,Female,8.8,Percentage,%,HRQOL,9.9,RI,Rhode Island,7.6,Obesity,2935,2008
Gender,Male,7.1,Percentage,%,HRQOL,8.2,RI,Rhode Island,6,Obesity,1624,2008
Gender,Female,9.7,Percentage,%,HRQOL,10.8,SC,South Carolina,8.6,Obesity,5863,2008
Gender,Male,9.4,Percentage,%,HRQOL,10.9,SC,South Carolina,8,Obesity,3425,2008
Gender,Female,8.8,Percentage,%,HRQOL,10.1,SD,South Dakota,7.5,Obesity,3949,2008
Gender,Male,6.5,Percentage,%,HRQOL,7.6,SD,South Dakota,5.5,Obesity,2760,2008
Gender,Female,12.3,Percentage,%,HRQOL,13.8,TN,Tennessee,10.8,Obesity,3166,2008
Gender,Male,10.8,Percentage,%,HRQOL,12.6,TN,Tennessee,9,Obesity,1640,2008
Gender,Female,9.7,Percentage,%,HRQOL,10.7,TX,Texas,8.7,Obesity,6606,2008
Gender,Male,9,Percentage,%,HRQOL,10.4,TX,Texas,7.5,Obesity,3602,2008
Gender,Female,7.7,Percentage,%,HRQOL,8.9,UT,Utah,6.6,Obesity,2843,2008
Gender,Male,6.6,Percentage,%,HRQOL,7.7,UT,Utah,5.4,Obesity,2234,2008
Gender,Female,8.5,Percentage,%,HRQOL,9.5,VT,Vermont,7.6,Obesity,3767,2008
Gender,Male,8.7,Percentage,%,HRQOL,9.8,VT,Vermont,7.5,Obesity,2626,2008
Gender,Female,8,Percentage,%,HRQOL,9.1,VA,Virginia,7,Obesity,3115,2008
Gender,Male,7.1,Percentage,%,HRQOL,8.3,VA,Virginia,5.8,Obesity,1905,2008
Gender,Female,9.5,Percentage,%,HRQOL,10.2,WA,Washington,8.8,Obesity,13251,2008
Gender,Male,8.1,Percentage,%,HRQOL,8.8,WA,Washington,7.3,Obesity,8361,2008
Gender,Female,14.5,Percentage,%,HRQOL,16.1,WV,West Virginia,12.9,Obesity,2486,2008
Gender,Male,13.5,Percentage,%,HRQOL,15.2,WV,West Virginia,11.7,Obesity,1533,2008
Gender,Female,9.1,Percentage,%,HRQOL,10.4,WI,Wisconsin,7.8,Obesity,4003,2008
Gender,Male,6.6,Percentage,%,HRQOL,7.8,WI,Wisconsin,5.4,Obesity,2849,2008
Gender,Female,8.2,Percentage,%,HRQOL,9.1,WY,Wyoming,7.3,Obesity,4545,2008
Gender,Male,6.6,Percentage,%,HRQOL,7.4,WY,Wyoming,5.8,Obesity,3099,2008
Gender,Female,11.6,Percentage,%,HRQOL,12.7,AL,Alabama,10.5,Obesity,4555,2007
Gender,Male,10,Percentage,%,HRQOL,11.9,AL,Alabama,8.1,Obesity,2203,2007
Gender,Female,9.5,Percentage,%,HRQOL,11.7,AK,Alaska,7.2,Obesity,1267,2007
Gender,Male,8.4,Percentage,%,HRQOL,11,AK,Alaska,5.8,Obesity,1031,2007
Gender,Female,9.1,Percentage,%,HRQOL,10.8,AZ,Arizona,7.5,Obesity,2853,2007
Gender,Male,9.3,Percentage,%,HRQOL,11.7,AZ,Arizona,6.8,Obesity,1648,2007
Gender,Female,11.8,Percentage,%,HRQOL,13.1,AR,Arkansas,10.6,Obesity,3442,2007
Gender,Male,9.3,Percentage,%,HRQOL,10.7,AR,Arkansas,7.9,Obesity,1935,2007
Gender,Female,8.3,Percentage,%,HRQOL,9.4,CA,California,7.3,Obesity,3475,2007
Gender,Male,6.4,Percentage,%,HRQOL,7.5,CA,California,5.4,Obesity,2141,2007
Gender,Female,7.6,Percentage,%,HRQOL,8.2,CO,Colorado,6.9,Obesity,6721,2007
Gender,Male,6.4,Percentage,%,HRQOL,7.2,CO,Colorado,5.6,Obesity,4449,2007
Gender,Female,8,Percentage,%,HRQOL,8.9,CT,Connecticut,7,Obesity,4448,2007
Gender,Male,6.3,Percentage,%,HRQOL,7.3,CT,Connecticut,5.3,Obesity,2662,2007
Gender,Female,9.2,Percentage,%,HRQOL,10.6,DE,Delaware,7.7,Obesity,2418,2007
Gender,Male,6.8,Percentage,%,HRQOL,8.1,DE,Delaware,5.5,Obesity,1465,2007
Gender,Female,8.3,Percentage,%,HRQOL,9.6,DC,District of Columbia,6.9,Obesity,2299,2007
Gender,Male,5.6,Percentage,%,HRQOL,6.8,DC,District of Columbia,4.5,Obesity,1447,2007
Gender,Female,9.3,Percentage,%,HRQOL,10.1,FL,Florida,8.5,Obesity,23220,2007
Gender,Male,8,Percentage,%,HRQOL,8.8,FL,Florida,7.2,Obesity,14134,2007
Gender,Female,10.3,Percentage,%,HRQOL,11.4,GA,Georgia,9.2,Obesity,4704,2007
Gender,Male,8.3,Percentage,%,HRQOL,9.5,GA,Georgia,7.1,Obesity,2556,2007
Gender,Female,7.1,Percentage,%,HRQOL,8,HI,Hawaii,6.2,Obesity,3816,2007
Gender,Male,6.7,Percentage,%,HRQOL,7.8,HI,Hawaii,5.7,Obesity,2632,2007
Gender,Female,9.1,Percentage,%,HRQOL,10.2,ID,Idaho,8.1,Obesity,3054,2007
Gender,Male,6.7,Percentage,%,HRQOL,7.8,ID,Idaho,5.6,Obesity,2017,2007
Gender,Female,9.2,Percentage,%,HRQOL,10.3,IL,Illinois,8.1,Obesity,3160,2007
Gender,Male,6.9,Percentage,%,HRQOL,8,IL,Illinois,5.8,Obesity,1986,2007
Gender,Female,9.3,Percentage,%,HRQOL,10.4,IN,Indiana,8.3,Obesity,3539,2007
Gender,Male,8.7,Percentage,%,HRQOL,10.1,IN,Indiana,7.4,Obesity,2147,2007
Gender,Female,7.1,Percentage,%,HRQOL,8,IA,Iowa,6.2,Obesity,3165,2007
Gender,Male,6,Percentage,%,HRQOL,6.9,IA,Iowa,5.1,Obesity,2046,2007
Gender,Female,8.3,Percentage,%,HRQOL,9.1,KS,Kansas,7.4,Obesity,5039,2007
Gender,Male,6.7,Percentage,%,HRQOL,7.5,KS,Kansas,5.8,Obesity,3137,2007
Gender,Female,14,Percentage,%,HRQOL,15.4,KY,Kentucky,12.6,Obesity,4047,2007
Gender,Male,12.6,Percentage,%,HRQOL,14.4,KY,Kentucky,10.8,Obesity,2069,2007
Gender,Female,10.2,Percentage,%,HRQOL,11.2,LA,Louisiana,9.2,Obesity,4014,2007
Gender,Male,9.3,Percentage,%,HRQOL,10.8,LA,Louisiana,7.9,Obesity,2042,2007
Gender,Female,10.4,Percentage,%,HRQOL,11.5,ME,Maine,9.3,Obesity,4063,2007
Gender,Male,8,Percentage,%,HRQOL,9.1,ME,Maine,6.9,Obesity,2452,2007
Gender,Female,8.5,Percentage,%,HRQOL,9.4,MD,Maryland,7.6,Obesity,5224,2007
Gender,Male,7.2,Percentage,%,HRQOL,8.3,MD,Maryland,6,Obesity,3140,2007
Gender,Female,8.1,Percentage,%,HRQOL,8.7,MA,Massachusetts,7.5,Obesity,13150,2007
Gender,Male,8.2,Percentage,%,HRQOL,9.1,MA,Massachusetts,7.4,Obesity,7266,2007
Gender,Female,10.1,Percentage,%,HRQOL,11.2,MI,Michigan,9.1,Obesity,4500,2007
Gender,Male,7.8,Percentage,%,HRQOL,9,MI,Michigan,6.7,Obesity,2593,2007
Gender,Female,8,Percentage,%,HRQOL,9.1,MN,Minnesota,6.8,Obesity,2960,2007
Gender,Male,6.9,Percentage,%,HRQOL,8.1,MN,Minnesota,5.7,Obesity,1769,2007
Gender,Female,11.4,Percentage,%,HRQOL,12.4,MS,Mississippi,10.3,Obesity,4833,2007
Gender,Male,9.6,Percentage,%,HRQOL,10.9,MS,Mississippi,8.2,Obesity,2479,2007
Gender,Female,9.9,Percentage,%,HRQOL,11.3,MO,Missouri,8.6,Obesity,3070,2007
Gender,Male,8.9,Percentage,%,HRQOL,10.3,MO,Missouri,7.5,Obesity,1974,2007
Gender,Female,8.6,Percentage,%,HRQOL,9.6,MT,Montana,7.5,Obesity,3462,2007
Gender,Male,8.6,Percentage,%,HRQOL,9.9,MT,Montana,7.3,Obesity,2288,2007
Gender,Female,8.3,Percentage,%,HRQOL,9.6,NE,Nebraska,7,Obesity,6451,2007
Gender,Male,6,Percentage,%,HRQOL,6.9,NE,Nebraska,5.2,Obesity,4051,2007
Gender,Female,11.2,Percentage,%,HRQOL,13,NV,Nevada,9.4,Obesity,2224,2007
Gender,Male,9.4,Percentage,%,HRQOL,11.5,NV,Nevada,7.3,Obesity,1619,2007
Gender,Female,9.1,Percentage,%,HRQOL,10.1,NH,New Hampshire,8,Obesity,3505,2007
Gender,Male,8.3,Percentage,%,HRQOL,9.6,NH,New Hampshire,7,Obesity,2229,2007
Gender,Female,9.7,Percentage,%,HRQOL,10.8,NJ,New Jersey,8.5,Obesity,4297,2007
Gender,Male,8.6,Percentage,%,HRQOL,10.1,NJ,New Jersey,7.1,Obesity,2516,2007
Gender,Female,9.8,Percentage,%,HRQOL,11,NM,New Mexico,8.6,Obesity,3886,2007
Gender,Male,8.9,Percentage,%,HRQOL,10.2,NM,New Mexico,7.6,Obesity,2303,2007
Gender,Female,8.9,Percentage,%,HRQOL,9.9,NY,New York,7.9,Obesity,3720,2007
Gender,Male,8.6,Percentage,%,HRQOL,10.1,NY,New York,7,Obesity,2359,2007
Gender,Female,10.4,Percentage,%,HRQOL,11.2,NC,North Carolina,9.6,Obesity,8953,2007
Gender,Male,8.7,Percentage,%,HRQOL,9.6,NC,North Carolina,7.8,Obesity,5156,2007
Gender,Female,7.2,Percentage,%,HRQOL,8.2,ND,North Dakota,6.2,Obesity,2660,2007
Gender,Male,6.1,Percentage,%,HRQOL,7.4,ND,North Dakota,4.9,Obesity,1839,2007
Gender,Female,9,Percentage,%,HRQOL,9.8,OH,Ohio,8.2,Obesity,6655,2007
Gender,Male,8.5,Percentage,%,HRQOL,9.5,OH,Ohio,7.4,Obesity,3925,2007
Gender,Female,12.1,Percentage,%,HRQOL,13.2,OK,Oklahoma,11,Obesity,4476,2007
Gender,Male,10.4,Percentage,%,HRQOL,11.7,OK,Oklahoma,9.1,Obesity,2483,2007
Gender,Female,9.7,Percentage,%,HRQOL,10.8,OR,Oregon,8.6,Obesity,2986,2007
Gender,Male,7.9,Percentage,%,HRQOL,9.1,OR,Oregon,6.6,Obesity,1801,2007
Gender,Female,9.1,Percentage,%,HRQOL,10,PA,Pennsylvania,8.2,Obesity,7948,2007
Gender,Male,8.8,Percentage,%,HRQOL,10.2,PA,Pennsylvania,7.4,Obesity,4537,2007
Gender,Female,9.5,Percentage,%,HRQOL,10.9,RI,Rhode Island,8.2,Obesity,2767,2007
Gender,Male,8.4,Percentage,%,HRQOL,9.9,RI,Rhode Island,6.9,Obesity,1511,2007
Gender,Female,9.6,Percentage,%,HRQOL,10.5,SC,South Carolina,8.7,Obesity,5936,2007
Gender,Male,9,Percentage,%,HRQOL,10.2,SC,South Carolina,7.7,Obesity,3656,2007
Gender,Female,7.7,Percentage,%,HRQOL,8.7,SD,South Dakota,6.8,Obesity,3813,2007
Gender,Male,6.4,Percentage,%,HRQOL,7.3,SD,South Dakota,5.5,Obesity,2714,2007
Gender,Female,12.1,Percentage,%,HRQOL,13.6,TN,Tennessee,10.7,Obesity,3135,2007
Gender,Male,10.5,Percentage,%,HRQOL,12.2,TN,Tennessee,8.9,Obesity,1682,2007
Gender,Female,9.9,Percentage,%,HRQOL,10.6,TX,Texas,9.2,Obesity,10730,2007
Gender,Male,9.1,Percentage,%,HRQOL,10.3,TX,Texas,7.9,Obesity,5577,2007
Gender,Female,8.7,Percentage,%,HRQOL,9.9,UT,Utah,7.4,Obesity,2734,2007
Gender,Male,5,Percentage,%,HRQOL,5.8,UT,Utah,4.1,Obesity,2030,2007
Gender,Female,8.6,Percentage,%,HRQOL,9.6,VT,Vermont,7.6,Obesity,3903,2007
Gender,Male,6.9,Percentage,%,HRQOL,7.9,VT,Vermont,5.9,Obesity,2720,2007
Gender,Female,8.9,Percentage,%,HRQOL,10,VA,Virginia,7.8,Obesity,3688,2007
Gender,Male,7.6,Percentage,%,HRQOL,9,VA,Virginia,6.2,Obesity,2145,2007
Gender,Female,9.9,Percentage,%,HRQOL,10.5,WA,Washington,9.2,Obesity,15416,2007
Gender,Male,8.6,Percentage,%,HRQOL,9.4,WA,Washington,7.8,Obesity,9432,2007
Gender,Female,11.6,Percentage,%,HRQOL,12.8,WV,West Virginia,10.3,Obesity,2596,2007
Gender,Male,14.4,Percentage,%,HRQOL,16.2,WV,West Virginia,12.5,Obesity,1703,2007
Gender,Female,7.2,Percentage,%,HRQOL,8.2,WI,Wisconsin,6.2,Obesity,4289,2007
Gender,Male,7.3,Percentage,%,HRQOL,8.4,WI,Wisconsin,6.1,Obesity,2870,2007
Gender,Female,10,Percentage,%,HRQOL,11.8,WY,Wyoming,8.1,Obesity,3495,2007
Gender,Male,7.5,Percentage,%,HRQOL,8.6,WY,Wyoming,6.4,Obesity,2405,2007
Gender,Female,12.8,Percentage,%,HRQOL,14.3,AL,Alabama,11.2,Obesity,2047,2006
Gender,Male,11.4,Percentage,%,HRQOL,13.5,AL,Alabama,9.3,Obesity,1082,2006
Gender,Female,9.2,Percentage,%,HRQOL,11.2,AK,Alaska,7.1,Obesity,1103,2006
Gender,Male,6.6,Percentage,%,HRQOL,8.3,AK,Alaska,4.8,Obesity,924,2006
Gender,Female,8.3,Percentage,%,HRQOL,9.9,AZ,Arizona,6.8,Obesity,2899,2006
Gender,Male,7.7,Percentage,%,HRQOL,10.1,AZ,Arizona,5.4,Obesity,1749,2006
Gender,Female,11.4,Percentage,%,HRQOL,12.5,AR,Arkansas,10.2,Obesity,3370,2006
Gender,Male,10.1,Percentage,%,HRQOL,11.4,AR,Arkansas,8.8,Obesity,1995,2006
Gender,Female,10,Percentage,%,HRQOL,11.2,CA,California,8.8,Obesity,3391,2006
Gender,Male,8.2,Percentage,%,HRQOL,9.4,CA,California,6.9,Obesity,2247,2006
Gender,Female,7.9,Percentage,%,HRQOL,8.9,CO,Colorado,6.9,Obesity,3363,2006
Gender,Male,5.6,Percentage,%,HRQOL,6.5,CO,Colorado,4.7,Obesity,2415,2006
Gender,Female,7.5,Percentage,%,HRQOL,8.2,CT,Connecticut,6.7,Obesity,5018,2006
Gender,Male,5.9,Percentage,%,HRQOL,6.8,CT,Connecticut,5.1,Obesity,3241,2006
Gender,Female,9.2,Percentage,%,HRQOL,10.7,DE,Delaware,7.8,Obesity,2477,2006
Gender,Male,6.7,Percentage,%,HRQOL,8,DE,Delaware,5.4,Obesity,1476,2006
Gender,Female,7.3,Percentage,%,HRQOL,8.6,DC,District of Columbia,6.1,Obesity,2385,2006
Gender,Male,7.9,Percentage,%,HRQOL,9.6,DC,District of Columbia,6.2,Obesity,1527,2006
Gender,Female,9.2,Percentage,%,HRQOL,10.1,FL,Florida,8.4,Obesity,6316,2006
Gender,Male,7.7,Percentage,%,HRQOL,8.8,FL,Florida,6.7,Obesity,3943,2006
Gender,Female,9.4,Percentage,%,HRQOL,10.4,GA,Georgia,8.4,Obesity,4727,2006
Gender,Male,7.5,Percentage,%,HRQOL,8.5,GA,Georgia,6.4,Obesity,2732,2006
Gender,Female,7.8,Percentage,%,HRQOL,8.8,HI,Hawaii,6.8,Obesity,3664,2006
Gender,Male,6.7,Percentage,%,HRQOL,7.8,HI,Hawaii,5.7,Obesity,2717,2006
Gender,Female,8.7,Percentage,%,HRQOL,9.8,ID,Idaho,7.6,Obesity,3099,2006
Gender,Male,6.9,Percentage,%,HRQOL,8,ID,Idaho,5.9,Obesity,2074,2006
Gender,Female,8.2,Percentage,%,HRQOL,9.3,IL,Illinois,7.1,Obesity,3143,2006
Gender,Male,7,Percentage,%,HRQOL,8.3,IL,Illinois,5.8,Obesity,1885,2006
Gender,Female,9.4,Percentage,%,HRQOL,10.4,IN,Indiana,8.4,Obesity,3943,2006
Gender,Male,8.7,Percentage,%,HRQOL,9.9,IN,Indiana,7.4,Obesity,2358,2006
Gender,Female,7.2,Percentage,%,HRQOL,8,IA,Iowa,6.4,Obesity,3139,2006
Gender,Male,6.2,Percentage,%,HRQOL,7.4,IA,Iowa,5.1,Obesity,2126,2006
Gender,Female,8.1,Percentage,%,HRQOL,8.9,KS,Kansas,7.2,Obesity,4933,2006
Gender,Male,6.2,Percentage,%,HRQOL,7.1,KS,Kansas,5.4,Obesity,3134,2006
Gender,Female,14.6,Percentage,%,HRQOL,16.1,KY,Kentucky,13.2,Obesity,3811,2006
Gender,Male,13.7,Percentage,%,HRQOL,15.6,KY,Kentucky,11.7,Obesity,1881,2006
Gender,Female,9.9,Percentage,%,HRQOL,10.9,LA,Louisiana,9,Obesity,4286,2006
Gender,Male,8.8,Percentage,%,HRQOL,10.1,LA,Louisiana,7.5,Obesity,2253,2006
Gender,Female,9,Percentage,%,HRQOL,10.3,ME,Maine,7.8,Obesity,2414,2006
Gender,Male,8.8,Percentage,%,HRQOL,10.3,ME,Maine,7.3,Obesity,1538,2006
Gender,Female,8.3,Percentage,%,HRQOL,9.1,MD,Maryland,7.4,Obesity,5406,2006
Gender,Male,7.2,Percentage,%,HRQOL,8.2,MD,Maryland,6.2,Obesity,3270,2006
